ID,X,Y,Z,Node,SINIT
890,270850.6781,2748255.361,310.5777449,1743,0.003994184
891,270010.6781,2748765.361,310.5515285,1744,0.003957148
892,270160.6781,2749755.361,310.5270123,1746,0.003938707
893,271180.6781,2747835.361,310.4473014,1748,0.003998836
894,270400.6781,2748435.361,310.3953039,1749,0.003991347
895,270051.9333,2749707.779,310.3948585,1751,0.003939686
896,270040.6781,2748405.361,310.3938355,1752,0.003967752
897,269980.6781,2748765.361,310.3691715,1754,0.003957899
898,270010.6781,2749305.361,310.3531638,1757,0.003942488
899,269680.6781,2750085.361,310.3456156,1758,0.003936104
900,271423.0654,2745193.466,310.2308062,1765,0.004047081
901,269908.2815,2748335.633,310.2281666,1766,0.003971091
902,270960.2307,2748098.877,310.2007992,1768,0.003997839
903,271210.6781,2747925.361,310.1961527,1769,0.004000238
904,270993.823,2748024.689,310.1952067,1770,0.003998543
905,265973.1575,2746278.289,310.1918821,1771,0.003954666
906,270400.6781,2748405.361,310.179682,1772,0.003992935
907,271150.6781,2747985.361,310.1756003,1773,0.003999904
908,270160.6781,2749725.361,310.1640497,1775,0.003941163
909,271627.886,2747242.757,310.1557726,1776,0.004012674
910,270160.6781,2749695.361,310.1370852,1778,0.003941469
911,269369.694,2750399.729,310.1339,1779,0.00393121
912,270160.6781,2749575.361,310.1331824,1780,0.003941988
913,269980.6781,2748255.361,310.1271884,1782,0.003977323
914,262090.6781,2740335.361,310.1158122,1783,0.003972268
915,266848.7028,2750161.411,310.0885579,1785,0.00389493
916,270011.0984,2748692.49,310.0764889,1788,0.003961323
917,269890.6781,2750055.361,310.0416982,1791,0.003940404
918,269837.9511,2749979.61,310.0406725,1792,0.003940124
919,270430.6781,2748405.361,310.0170588,1793,0.003994023
920,270540.9681,2748324.239,310.0079636,1794,0.003994263
921,271057.0521,2747983.97,309.9936187,1795,0.004000601
922,270476.4872,2748397.043,309.9593043,1796,0.00399437
923,269899.5588,2748879.673,309.9336331,1799,0.003956681
924,270892.2589,2748041.752,309.909359,1802,0.00399978
925,270029.8472,2748652.147,309.9017897,1803,0.003963076
926,269864.9095,2748636.119,309.8943941,1804,0.003962988
927,269955.4388,2748551.971,309.6909638,1812,0.003967119
928,270430.6781,2748495.361,309.6807622,1813,0.0039961
929,270160.6781,2749245.361,309.6730201,1815,0.003946208
930,271180.6781,2747955.361,309.6656603,1816,0.004003847
931,268944.0282,2745600.64,309.6356738,1817,0.004033126
932,271120.6781,2747985.361,309.6334832,1818,0.004003511
933,269420.1161,2745533.377,309.5819459,1822,0.004038748
934,269770.6781,2750025.361,309.515295,1826,0.003942826
935,271210.6781,2747895.361,309.4531731,1827,0.004005527
936,270190.6781,2749305.361,309.4488956,1828,0.003947654
937,269970.9401,2748368.6,309.3751833,1833,0.003975828
938,269650.6781,2750085.361,309.3728505,1834,0.003942132
939,269770.6781,2750055.361,309.3378386,1838,0.003943794
940,270094.902,2749453.106,309.3308699,1839,0.003948095
941,270400.6781,2748375.361,309.2791232,1840,0.003998986
942,271630.6781,2747325.361,309.2759383,1841,0.004018464
943,269890.6781,2749095.361,309.2623534,1842,0.003953775
944,269775.0571,2749959.506,309.2536139,1843,0.003944789
945,270040.6781,2748435.361,309.1462276,1854,0.003975653
946,270430.6781,2748375.361,309.1454825,1855,0.003999993
947,269735.5334,2745597.666,309.1197726,1860,0.00404244
948,271540.6781,2747445.361,309.1170583,1861,0.004018264
949,270130.6781,2749575.361,309.0925665,1863,0.003948802
950,269590.6781,2750085.361,309.0582963,1866,0.00394306
951,270130.6781,2749245.361,309.0365656,1869,0.003950352
952,270550.6781,2748435.361,309.0254016,1870,0.004000913
953,269933.2563,2748282.923,309.0009575,1873,0.003981915
954,270610.6781,2748405.361,309.0004691,1874,0.004001294
955,270550.6781,2748405.361,308.9958566,1875,0.004001183
956,271084.1448,2747719.371,308.9895249,1877,0.004011065
957,270520.6781,2748435.361,308.9843866,1878,0.004001142
958,270126.0875,2749699.03,308.9759359,1879,0.003948974
959,270490.6781,2748465.361,308.9580358,1881,0.004001232
960,269978.0822,2748627.981,308.8960769,1885,0.003970283
961,270160.6781,2749275.361,308.893955,1887,0.003951282
962,269560.6781,2750145.361,308.8637099,1888,0.003943191
963,270610.6781,2748357.781,308.8358927,1889,0.004002546
964,269920.6781,2749155.361,308.8326338,1890,0.003955151
965,270047.7017,2749794.971,308.8264848,1891,0.003949442
966,269803.9523,2749432.571,308.8232248,1892,0.003951786
967,269740.6781,2750055.361,308.8165679,1893,0.003946989
968,270340.6781,2748225.361,308.8163129,1894,0.003999905
969,270520.6781,2748465.361,308.7671854,1895,0.004002671
970,270045.4183,2749409.077,308.7431849,1896,0.003952266
971,269890.6781,2749125.361,308.7131834,1897,0.003956786
972,270490.6781,2748495.361,308.7094263,1898,0.004002938
973,270344.6808,2748187.488,308.6926422,1899,0.004000893
974,270130.6781,2749275.361,308.6867555,1901,0.003952639
975,270822.5324,2748100.405,308.6828596,1902,0.004007448
976,271150.6781,2747955.361,308.6268658,1908,0.004010974
977,271300.6781,2747595.361,308.6219245,1909,0.004018483
978,270161.3687,2749360.263,308.6147939,1910,0.003953083
979,271600.6781,2747325.361,308.6034898,1911,0.004023082
980,270639.5538,2748222.313,308.6017027,1912,0.004005367
981,270040.6781,2748255.361,308.5915893,1913,0.003991517
982,269704.4113,2749983.938,308.5834265,1914,0.003948412
983,270370.6781,2748225.361,308.5604628,1916,0.004002598
984,265903.7777,2751228.467,308.5241051,1917,0.003857912
985,269860.6781,2749095.361,308.4913253,1919,0.00395949
986,269950.6781,2748855.361,308.4598527,1920,0.003967465
987,271600.6781,2747385.361,308.4512486,1922,0.0040237
988,269950.6781,2749185.361,308.4509889,1923,0.003957085
989,269980.6781,2748795.361,308.4281078,1925,0.003969888
990,271330.6781,2747565.361,308.4025694,1926,0.00402078
991,262131.3409,2740346.647,308.3847761,1927,0.003984146
992,271240.6781,2747625.361,308.3739477,1929,0.004018795
993,271112.8736,2747860.999,308.3258431,1933,0.004013797
994,270110.7604,2749381.107,308.3061281,1934,0.003955106
995,270871.0872,2748216.335,308.3026179,1935,0.004010172
996,271300.6781,2747565.361,308.2705802,1938,0.004021244
997,267605.9728,2744984.843,308.2348827,1941,0.004034006
998,269890.6781,2749065.361,308.231268,1942,0.003963245
999,270893.5672,2748148.165,308.2104386,1943,0.004011172
1000,265029.3006,2747514.672,308.2083168,1944,0.003911815
1001,271360.6781,2747565.361,308.2078714,1945,0.004022412
1002,271240.6781,2747595.361,308.1525502,1946,0.004020887
1003,270610.6781,2748315.361,308.1324212,1949,0.004007704
1004,270119.3988,2749754.037,308.1285032,1950,0.003954273
1005,269680.6781,2750055.361,308.1219312,1951,0.003950727
1006,271164.3703,2747913.333,308.1165835,1954,0.004014906
1007,271780.6781,2747325.361,308.1108888,1955,0.004028018
1008,269987.8955,2748153.073,308.110783,1956,0.003994843
1009,269905.5792,2749909.189,308.0933482,1957,0.003953329
1010,269860.6781,2749065.361,308.0760378,1959,0.003963659
1011,270043.5623,2748217.402,308.0746576,1960,0.003995647
1012,270610.6781,2748285.361,308.0549096,1962,0.004008515
1013,270040.6781,2749305.361,308.0400953,1963,0.003957372
1014,269956.3416,2748787.458,308.0335183,1965,0.003972591
1015,269994.5064,2748419.066,308.028031,1966,0.003983355
1016,269950.6781,2748915.361,308.0134478,1968,0.003968715
1017,269908.5011,2749206.79,308.0093633,1969,0.003959868
1018,269790.4303,2748830.933,308.0056737,1970,0.003969838
1019,269965.0893,2749959.566,307.9948538,1974,0.003954088
1020,270190.6781,2748255.361,307.9899844,1975,0.004002214
1021,271510.6781,2747445.361,307.9892858,1977,0.004026232
1022,271570.6781,2747415.361,307.9736407,1980,0.00402684
1023,269621.8494,2750025.843,307.9585039,1981,0.003951249
1024,269910.0849,2750003.131,307.9575957,1983,0.003954039
1025,270078.4939,2749566.408,307.9557065,1984,0.003956381
1026,269826.9475,2749853.709,307.9278397,1985,0.003954211
1027,271072.6786,2747601.198,307.9260009,1986,0.004020453
1028,270000.9179,2749878.504,307.9053965,1987,0.003955042
1029,269933.1887,2749778.309,307.8794786,1990,0.003955427
1030,271480.6781,2747445.361,307.8554844,1992,0.004026896
1031,270250.6781,2748255.361,307.8029219,1999,0.004004792
1032,267083.3323,2746421.294,307.7848513,2000,0.003986186
1033,269975.3388,2749618.706,307.7508359,2002,0.003957334
1034,269522.8099,2750038.41,307.7446333,2003,0.003951397
1035,270850.6781,2748225.361,307.7298365,2005,0.004014118
1036,270155.43,2749313.932,307.7116226,2007,0.003959054
1037,270006.2574,2749347.425,307.6577575,2012,0.00395996
1038,270190.6781,2749275.361,307.6474718,2013,0.003959471
1039,269590.6781,2750175.361,307.6277729,2014,0.003950526
1040,270130.6781,2749305.361,307.6012759,2020,0.003959783
1041,271568.121,2747270.466,307.5953081,2021,0.004030599
1042,271210.6781,2747625.361,307.5873559,2023,0.004023944
1043,269891.9217,2748198.998,307.5608543,2025,0.003994371
1044,269923.755,2749338.68,307.5560803,2027,0.003961127
1045,270019.9221,2749953.481,307.5307476,2028,0.003957341
1046,269911.5203,2748494.69,307.5055824,2030,0.003983668
1047,269950.6781,2749155.361,307.467548,2032,0.00396389
1048,269921.4433,2748943.289,307.3963751,2038,0.003972112
1049,271086.86,2747927.866,307.3765622,2040,0.004019813
1050,269920.6781,2749125.361,307.3558993,2042,0.003965343
1051,270640.6781,2748285.361,307.3537184,2043,0.004013971
1052,267373.0176,2751254.426,307.3334491,2044,0.00390718
1053,270734.405,2748161.27,307.2765019,2048,0.004016154
1054,271540.6781,2747415.361,307.2679945,2050,0.004031792
1055,270790.6781,2748255.361,307.2543572,2051,0.004016475
1056,270070.6781,2749305.361,307.2517653,2052,0.00396248
1057,271870.6781,2747085.361,307.2408422,2053,0.004035295
1058,267436.3763,2747078.359,307.1921534,2059,0.003976261
1059,270756.9928,2748000.883,307.1780341,2060,0.004018171
1060,271630.6781,2747295.361,307.1722702,2061,0.004033948
1061,270099.8938,2749638.824,307.1676521,2062,0.003961148
1062,270446.8605,2748329.945,307.1671702,2063,0.004013865
1063,270160.6781,2748255.361,307.1403289,2065,0.004007682
1064,270370.6781,2748255.361,307.0966708,2072,0.004013446
1065,271480.6781,2747475.361,307.0965262,2073,0.004032198
1066,270310.6781,2748225.361,307.0938586,2074,0.004011097
1067,270019.8885,2749502.073,307.0521793,2079,0.003962815
1068,269442.175,2749339.238,307.0449885,2080,0.003962927
1069,270987.188,2747710.129,307.0435612,2081,0.004024453
1070,269980.6781,2748825.361,307.034555,2083,0.003978745
1071,270403.4715,2748170.558,307.0248769,2086,0.004013797
1072,268930.3996,2747790.931,307.0061936,2089,0.003990962
1073,270790.6781,2748225.361,307.004103,2091,0.004018455
1074,270748.2581,2748255.361,306.9950286,2092,0.004017959
1075,271315.3298,2747517.045,306.9907952,2094,0.004031108
1076,269950.6781,2748825.361,306.9880848,2097,0.003978496
1077,270700.6781,2748255.361,306.9806495,2098,0.004017417
1078,270261.5235,2747784.785,306.977349,2099,0.004015432
1079,269898.1075,2748773.018,306.967686,2101,0.003979496
1080,264960.536,2745969.667,306.9215326,2107,0.003959904
1081,270823.7646,2748174.325,306.9212756,2108,0.004019655
1082,270935.0946,2747932.809,306.916561,2109,0.004022222
1083,269853.249,2748263.758,306.8611158,2112,0.003996017
1084,270700.6781,2748285.361,306.8524144,2114,0.004018177
1085,270070.6781,2749335.361,306.849244,2115,0.003965039
1086,269910.3879,2748409.877,306.8473792,2116,0.003991358
1087,270496.0451,2747646.386,306.8302107,2117,0.004021924
1088,269834.7094,2749274.652,306.7806471,2120,0.003967298
1089,271360.6781,2747535.361,306.7568021,2121,0.004033183
1090,269560.6781,2750175.361,306.729834,2125,0.003956519
1091,267560.5482,2745605.366,306.7008661,2127,0.004033035
1092,271570.6781,2747385.361,306.6582162,2128,0.004036624
1093,270789.5116,2747757.997,306.6303655,2131,0.004025075
1094,270130.6781,2749335.361,306.6197613,2133,0.003966318
1095,269590.6781,2750235.361,306.6076619,2134,0.003956864
1096,270280.6781,2748255.361,306.6076467,2135,0.004013815
1097,269470.6781,2750325.361,306.581281,2139,0.003955504
1098,270400.6781,2748345.361,306.5666946,2140,0.004018096
1099,270558.144,2748232.018,306.5478463,2143,0.004019049
1100,271150.6781,2747745.361,306.4850352,2146,0.004029279
1101,266209.243,2746263.906,306.4813063,2147,0.003984264
1102,262060.6781,2740335.361,306.4715783,2148,0.003997121
1103,270598.204,2748110.545,306.4162499,2150,0.00402102
1104,270100.6781,2749335.361,306.4119759,2151,0.0039678
1105,269446.3703,2748453.631,306.3543883,2155,0.003987057
1106,269728.0292,2749193.641,306.3326845,2158,0.003971705
1107,269664.531,2749325.706,306.2967875,2159,0.003969514
1108,271210.6781,2747685.361,306.2915291,2160,0.004032067
1109,271003.4257,2747825.881,306.2890914,2161,0.004028478
1110,271137.0261,2747454.428,306.2438994,2166,0.00403538
1111,269647.6218,2748640.002,306.191805,2169,0.003985706
1112,271750.6781,2747325.361,306.183664,2170,0.0040421
1113,269902.0522,2749525.102,306.1645494,2175,0.003968539
1114,270526.9432,2747901.404,306.1641794,2176,0.004023701
1115,267682.4627,2744781.544,306.1458604,2177,0.004052621
1116,269079.5822,2750276.122,306.1172372,2179,0.003956367
1117,270310.6781,2748255.361,306.074904,2183,0.004017984
1118,269801.8655,2748336.085,306.0604215,2184,0.003998212
1119,269230.1667,2745688.79,306.049199,2186,0.004058798
1120,269950.6781,2748945.361,306.0429624,2189,0.003981356
1121,269725.0676,2748164.596,306.0362049,2190,0.00400249
1122,269571.8959,2747998.636,306.034281,2192,0.004004036
1123,265689.2321,2751137.63,306.0325736,2193,0.00386532
1124,269326.3264,2749701.661,306.0311637,2194,0.003964253
1125,269787.5027,2749653.558,306.0297486,2195,0.003967982
1126,271180.6781,2747715.361,306.0259745,2196,0.004033435
1127,271241.4565,2747519.494,306.0116464,2198,0.004037386
1128,269949.0143,2749426.22,305.9908759,2202,0.003970603
1129,270416.407,2748232.084,305.9856137,2205,0.004021625
1130,271157.0383,2747675.031,305.9601355,2209,0.004034299
1131,266418.1138,2751523.266,305.9293934,2210,0.003888661
1132,269761.7163,2748996.027,305.919781,2213,0.003979305
1133,272020.6781,2746515.361,305.913516,2215,0.004048494
1134,267779.5636,2750062.355,305.9049576,2216,0.003942036
1135,271210.6781,2747715.361,305.8900822,2217,0.004034662
1136,265083.7458,2747266.111,305.883778,2218,0.003935726
1137,270070.6781,2748255.361,305.8397186,2223,0.004012008
1138,269944.7798,2745464.247,305.8311526,2224,0.004072107
1139,269890.6781,2749035.361,305.7427066,2228,0.003980685
1140,271810.6781,2747325.361,305.7197128,2230,0.004045609
1141,269649.2426,2749077.334,305.6806619,2232,0.003978105
1142,269470.6781,2750355.361,305.6794412,2233,0.003961026
1143,267751.8528,2744578.582,305.6107517,2237,0.004066674
1144,271180.6781,2747745.361,305.5923384,2240,0.004036206
1145,271390.6781,2747535.361,305.5451515,2244,0.004042486
1146,271450.6781,2747505.361,305.5340432,2245,0.004043207
1147,269893.2412,2748050.836,305.405489,2251,0.004014022
1148,269622.3563,2748888.925,305.3721727,2252,0.003984479
1149,269793.5931,2748476.173,305.3054791,2255,0.003998467
1150,269182.1888,2746260.26,305.2822418,2259,0.00404647
1151,269592.129,2749915.022,305.276845,2260,0.003969656
1152,270137.423,2748193.395,305.2344163,2262,0.004019926
1153,270130.6781,2748225.361,305.2144817,2263,0.00401963
1154,271821.0168,2747150.376,305.202937,2264,0.004049944
1155,271540.6781,2745285.361,305.1795893,2267,0.004084004
1156,271450.6781,2747475.361,305.1787285,2268,0.00404608
1157,269425.1172,2749895.525,305.1320444,2272,0.003969186
1158,271660.6781,2747295.361,305.1284025,2273,0.004049349
1159,269560.6781,2750265.361,305.0961927,2275,0.00396658
1160,269862.4817,2748966.334,305.0828559,2276,0.003986736
1161,271420.6781,2747535.361,305.0678107,2278,0.004046232
1162,265460.5856,2740313.938,305.0353596,2283,0.004083308
1163,269428.0296,2748999.862,305.0214121,2289,0.003982315
1164,269500.6781,2750325.361,304.984398,2293,0.003966343
1165,269560.6781,2750235.361,304.979902,2294,0.003967586
1166,270474.2018,2748265.188,304.9480509,2296,0.004029838
1167,270400.6781,2748285.361,304.9402254,2297,0.004029423
1168,272020.6781,2746545.361,304.9192811,2300,0.004055902
1169,269440.6781,2750445.361,304.9178092,2301,0.003965028
1170,270260.7481,2748206.687,304.9125391,2303,0.004025726
1171,269920.6781,2748975.361,304.9081865,2304,0.003988307
1172,271832.4936,2747089.076,304.9001679,2306,0.00405258
1173,269381.4547,2750062.314,304.887619,2308,0.003968734
1174,269851.2077,2749162.394,304.8853487,2309,0.003982023
1175,270400.6781,2748315.361,304.8822212,2311,0.004030106
1176,270160.6781,2748225.361,304.853162,2312,0.004023707
1177,270370.6781,2748285.361,304.7785544,2315,0.004030342
1178,269500.6781,2750295.361,304.7237679,2317,0.003968368
1179,269444.0788,2750280.229,304.6605886,2321,0.003968529
1180,270100.6781,2748225.361,304.6345514,2322,0.004022119
1181,269920.6781,2749035.361,304.6327461,2323,0.00398867
1182,270100.6781,2748255.361,304.5970769,2325,0.004021643
1183,271420.6781,2747505.361,304.5919983,2327,0.004049985
1184,271990.6781,2746485.361,304.5058594,2330,0.004059178
1185,271174.7905,2747576.963,304.4717958,2331,0.004047178
1186,271810.6781,2747295.361,304.4676801,2332,0.004055006
1187,272020.6781,2746935.361,304.4603939,2333,0.00405763
1188,269950.6781,2748975.361,304.3624414,2336,0.003992497
1189,268483.795,2750437.943,304.3281747,2337,0.003959845
1190,270918.5873,2747514.328,304.2843792,2339,0.004046997
1191,264808.8109,2747063.517,304.2433839,2342,0.003946068
1192,271840.6781,2747295.361,304.2409966,2343,0.004056763
1193,269530.6781,2750295.361,304.2373456,2344,0.003971886
1194,269749.424,2747923.359,304.222863,2346,0.004022537
1195,271870.6781,2747115.361,304.2213666,2347,0.004057564
1196,270356.1928,2748108.241,304.1580796,2352,0.00403379
1197,270080.2811,2748157.08,304.1130674,2355,0.004026248
1198,269530.6781,2750265.361,304.1090559,2356,0.003973005
1199,269530.6689,2747332.131,304.0601769,2360,0.004033528
1200,268733.8679,2747847.055,304.0395021,2361,0.00400683
1201,269650.322,2748383.042,304.0219265,2363,0.004008467
1202,270484.575,2748181.79,303.9776821,2367,0.004037019
1203,270458.7391,2748077.756,303.9706262,2368,0.004037115
1204,269565.9618,2749749.877,303.9700281,2369,0.003979725
1205,272020.6781,2746575.361,303.96985,2370,0.004063006
1206,264793.5285,2745806.464,303.9651611,2371,0.003979466
1207,269470.6781,2750415.361,303.9646484,2372,0.003971975
1208,270295.3482,2748156.969,303.9236288,2375,0.004033981
1209,270192.9221,2748205.061,303.8875982,2382,0.004031475
1210,271990.6781,2746935.361,303.8373556,2386,0.004062348
1211,265244.2731,2747117.293,303.7654395,2388,0.003957617
1212,269790.2795,2749103.49,303.7564387,2389,0.003991387
1213,269235.0193,2749954.981,303.7130071,2391,0.003976469
1214,271870.6781,2747055.361,303.7114399,2392,0.004061878
1215,267550.3976,2750610.136,303.6717485,2393,0.003941958
1216,265674.9784,2751605.964,303.6578336,2395,0.003854919
1217,267897.514,2744729.188,303.6286474,2398,0.004082499
1218,271990.6781,2746515.361,303.6002557,2399,0.004065999
1219,269064.0206,2749822.894,303.5818932,2402,0.003977238
1220,269295.1242,2747452.256,303.5661176,2403,0.004030072
1221,271900.6781,2747055.361,303.5324413,2404,0.004063358
1222,272020.6781,2746905.361,303.4967565,2406,0.004064943
1223,271485.8184,2747400.238,303.4241802,2410,0.004060072
1224,268814.8349,2748328.526,303.3961724,2411,0.004000839
1225,268848.7542,2749726.596,303.3388924,2413,0.00397801
1226,269429.284,2750348.575,303.277916,2416,0.003977022
1227,268880.8758,2750213.942,303.2741641,2417,0.003974015
1228,270265.7403,2748076.948,303.2363857,2421,0.00403885
1229,271930.6781,2746935.361,303.2246583,2422,0.004066583
1230,271870.6781,2747265.361,303.2178568,2425,0.004064606
1231,269494.0096,2750138.911,303.1338371,2427,0.003980724
1232,270236.0835,2748151.171,303.0822851,2430,0.00403875
1233,271359.3279,2747386.547,303.0448836,2432,0.004062037
1234,269405.6473,2750194.477,303.0259867,2434,0.003980164
1235,269683.0705,2747497.325,303.0218541,2436,0.004039945
1236,270341.6736,2747979.895,302.9860957,2437,0.004043181
1237,269841.7422,2747037.907,302.984195,2438,0.004053552
1238,271671.756,2747163.867,302.936047,2445,0.004066515
1239,269507.2722,2750228.475,302.9151484,2447,0.003981262
1240,269211.2396,2748821.608,302.9012787,2448,0.003998197
1241,270802.0703,2747291.701,302.8325995,2451,0.004060061
1242,272020.6781,2746605.361,302.7559155,2454,0.004072178
1243,271840.6781,2747265.361,302.7478513,2455,0.00406816
1244,271990.6781,2746905.361,302.7088367,2458,0.004070975
1245,269624.2847,2747146.789,302.6714824,2460,0.004049885
1246,271114.2034,2746827.378,302.6705867,2461,0.004069755
1247,271870.6781,2747145.361,302.6639115,2462,0.004069231
1248,270175.6448,2747967.375,302.6496394,2464,0.004042504
1249,269347.6399,2747987.475,302.6396204,2465,0.004024261
1250,271930.6781,2746905.361,302.6329632,2466,0.004071359
1251,271870.6781,2747235.361,302.5935484,2469,0.004069423
1252,271524.8982,2747339.584,302.5641728,2472,0.004067354
1253,271690.6781,2747295.361,302.5528203,2473,0.004069091
1254,271906.0597,2746931.176,302.5120301,2475,0.004072029
1255,265240.4485,2746621.301,302.5100445,2476,0.003978734
1256,271436.4044,2747419.916,302.4685491,2478,0.004066798
1257,271750.6781,2747295.361,302.3846627,2481,0.00407073
1258,271363.2171,2747484.51,302.3700635,2482,0.004066375
1259,271930.6781,2746965.361,302.3683929,2483,0.00407303
1260,269108.6633,2747873.805,302.3669583,2484,0.004024845
1261,271747.5128,2747102.96,302.3618798,2485,0.004071567
1262,271696.3989,2747249.556,302.29555,2487,0.004071171
1263,264585.5371,2745663.907,302.2885723,2488,0.003988102
1264,271764.8922,2746898.613,302.2222689,2493,0.004074162
1265,264818.1687,2747337.519,302.1911321,2495,0.003950878
1266,271960.6781,2746905.361,302.1296367,2497,0.004075413
1267,269357.5691,2750294.163,302.1035174,2498,0.003985116
1268,269498.8164,2748214.101,302.1009389,2499,0.004024672
1269,271762.8854,2747271.204,302.074853,2501,0.004073152
1270,271960.6781,2746935.361,302.0709246,2502,0.004075876
1271,269440.6781,2750415.361,302.0558477,2503,0.003984739
1272,269833.6772,2747681.507,302.0528348,2504,0.00404574
1273,271821.7805,2747233.05,302.0456733,2505,0.004073594
1274,269460.4649,2747548.651,302.0418663,2507,0.004041857
1275,271750.5212,2747195.469,302.0167248,2510,0.004073759
1276,271521.3091,2745264.68,301.988487,2511,0.00410976
1277,270165.1935,2748110.803,301.9752504,2514,0.004045314
1278,266660.6636,2750011.821,301.9438653,2515,0.00394391
1279,269470.6781,2750385.361,301.8991619,2519,0.003986208
1280,271870.6781,2747187.781,301.8991374,2520,0.004074923
1281,271347.7247,2745204.454,301.8725458,2521,0.004111998
1282,271281.4767,2747438.417,301.8382832,2522,0.004070036
1283,268853.8424,2745358.061,301.8325041,2524,0.00409937
1284,271960.6781,2746485.361,301.8081129,2525,0.004079929
1285,271797.7148,2747015.228,301.7414418,2528,0.004077089
1286,272020.6781,2746665.361,301.6755361,2530,0.004080323
1287,270009.6302,2747173.74,301.6633923,2534,0.004062683
1288,271405.8249,2747459.891,301.6230905,2538,0.004072709
1289,268530.8888,2749036.109,301.603149,2539,0.003993182
1290,268351.3138,2748352.141,301.5986614,2540,0.004004832
1291,271466.7057,2747247.816,301.4843861,2546,0.004075973
1292,269091.9852,2747372.073,301.4760222,2547,0.004043729
1293,265207.9844,2746169.818,301.4754572,2548,0.003999535
1294,269838.9978,2745954.992,301.4653409,2550,0.004091195
1295,268859.7848,2747573.579,301.4504864,2551,0.004034456
1296,266858.1928,2749942.227,301.4172681,2552,0.003954234
1297,271900.6781,2746965.361,301.3043479,2558,0.004081142
1298,268657.6274,2748108.294,301.2746717,2561,0.004018711
1299,266738.8071,2751294.514,301.2742092,2562,0.003930422
1300,269271.9269,2748248.677,301.2579969,2563,0.004025851
1301,270669.5855,2747489.264,301.2151287,2565,0.00406803
1302,271956.3795,2746871.981,301.1507986,2567,0.004083076
1303,271990.6781,2746875.361,301.1497187,2568,0.004083114
1304,271990.6781,2746695.361,301.1299627,2569,0.004084303
1305,269343.3199,2746142.747,301.0903058,2573,0.004083741
1306,271990.6781,2746845.361,300.9582741,2583,0.004084735
1307,271973.0977,2746560.404,300.9463047,2584,0.004086435
1308,269775.785,2747272.434,300.9173012,2586,0.004062528
1309,269557.9084,2747761.58,300.9148558,2587,0.004046822
1310,271990.6781,2746755.361,300.801346,2594,0.004086482
1311,267502.0621,2745207.789,300.7941768,2595,0.004086139
1312,264785.8322,2746541.316,300.667212,2598,0.00398235
1313,271930.6781,2746485.361,300.6653732,2599,0.004089006
1314,271990.6781,2746785.361,300.6176451,2602,0.004087734
1315,271900.6781,2747025.361,300.6024407,2604,0.004086103
1316,265452.9823,2751420.571,300.2446622,2616,0.003871756
1317,269991.6012,2747856.277,300.2101557,2618,0.004058887
1318,263401.3473,2740239.709,300.1774473,2619,0.004062078
1319,271870.6781,2746365.361,300.1691481,2620,0.004094442
1320,270046.9168,2748042.287,300.1148417,2624,0.004056941
1321,269302.4546,2747710.97,300.0879506,2626,0.00404932
1322,271990.6781,2746665.361,300.0827951,2627,0.004092748
1323,271900.6781,2746995.361,300.0527374,2628,0.00409065
1324,268572.0092,2748349.766,300.0496466,2629,0.004019905
1325,269529.8027,2745986.383,299.9996856,2630,0.00409878
1326,268321.6759,2750236.732,299.9765275,2631,0.003989144
1327,269562.8117,2749523.242,299.966059,2632,0.004010036
1328,269624.8454,2746940.593,299.9400225,2635,0.004075899
1329,269971.392,2747434.638,299.8445193,2638,0.004070219
1330,271540.6781,2745255.361,299.8350835,2639,0.00412746
1331,270459.678,2747435.853,299.8252046,2640,0.004077211
1332,269227.6106,2748522.57,299.7950451,2642,0.004028202
1333,269641.6863,2746683.136,299.7663253,2644,0.004084221
1334,269397.3219,2746828.196,299.759692,2645,0.004076439
1335,271900.6781,2746485.361,299.7317857,2646,0.004096643
1336,271852.5458,2746949.581,299.7005615,2647,0.004093685
1337,268918.6716,2746647.516,299.5785479,2652,0.004073865
1338,271870.6781,2746395.361,299.5370486,2653,0.004099316
1339,271840.6781,2746335.361,299.5040587,2654,0.004100087
1340,271871.7483,2747002.988,299.447025,2655,0.004095326
1341,266655.1748,2745535.47,299.3864845,2656,0.004057585
1342,268112.0441,2745595.599,299.3635776,2657,0.004102511
1343,269054.6385,2747123.818,299.3323872,2658,0.004065457
1344,271840.6781,2746365.361,299.3070154,2659,0.004101457
1345,271356.7232,2747252.98,299.2833443,2660,0.00409238
1346,271810.6781,2746245.361,299.2685722,2661,0.004103692
1347,271934.2681,2746526.513,299.2405707,2663,0.004100154
1348,271945.472,2746697.251,299.2211429,2664,0.004099344
1349,268908.8752,2748042.652,299.1647557,2668,0.004040294
1350,269210.9439,2746931.71,299.1603092,2669,0.004074902
1351,268835.2329,2747061.417,299.1405182,2670,0.004064044
1352,269079.7182,2747637.846,299.1278427,2671,0.004054247
1353,268613.665,2747209.347,299.0446253,2677,0.004056274
1354,268111.8208,2748356.923,299.0151556,2678,0.004018601
1355,271227.5796,2747322.743,299.0145172,2679,0.004092798
1356,271432.2462,2747346.643,298.9588047,2683,0.004094652
1357,265003.6212,2745834.483,298.9356821,2685,0.004020569
1358,267865.4355,2748363.263,298.9309658,2686,0.004013758
1359,270061.2601,2747650.927,298.9300867,2687,0.004074205
1360,271880.2246,2746873.021,298.9296566,2688,0.004100422
1361,270532.9099,2746963.521,298.9019857,2689,0.004093834
